codepoint	unicode_name	suggested_subsets
U+042B	CYRILLIC CAPITAL LETTER YERU	cyrillic
U+042C	CYRILLIC CAPITAL LETTER SOFT SIGN	cyrillic
U+042D	CYRILLIC CAPITAL LETTER E	cyrillic
U+042E	CYRILLIC CAPITAL LETTER YU	cyrillic
U+042F	CYRILLIC CAPITAL LETTER YA	cyrillic
U+0430	CYRILLIC SMALL LETTER A	cyrillic
U+0431	CYRILLIC SMALL LETTER BE	cyrillic
U+0432	CYRILLIC SMALL LETTER VE	cyrillic
U+0433	CYRILLIC SMALL LETTER GHE	cyrillic
U+0434	CYRILLIC SMALL LETTER DE	cyrillic
U+0435	CYRILLIC SMALL LETTER IE	cyrillic
U+0436	CYRILLIC SMALL LETTER ZHE	cyrillic
U+0437	CYRILLIC SMALL LETTER ZE	cyrillic
U+0438	CYRILLIC SMALL LETTER I	cyrillic
U+0439	CYRILLIC SMALL LETTER SHORT I	cyrillic
U+043A	CYRILLIC SMALL LETTER KA	cyrillic
U+043B	CYRILLIC SMALL LETTER EL	cyrillic
U+043C	CYRILLIC SMALL LETTER EM	cyrillic
U+043D	CYRILLIC SMALL LETTER EN	cyrillic
U+043E	CYRILLIC SMALL LETTER O	cyrillic
U+043F	CYRILLIC SMALL LETTER PE	cyrillic
U+0440	CYRILLIC SMALL LETTER ER	cyrillic
U+0441	CYRILLIC SMALL LETTER ES	cyrillic
U+0442	CYRILLIC SMALL LETTER TE	cyrillic
U+0443	CYRILLIC SMALL LETTER U	cyrillic
U+0444	CYRILLIC SMALL LETTER EF	cyrillic
U+0445	CYRILLIC SMALL LETTER HA	cyrillic
U+0446	CYRILLIC SMALL LETTER TSE	cyrillic
U+0447	CYRILLIC SMALL LETTER CHE	cyrillic
U+0448	CYRILLIC SMALL LETTER SHA	cyrillic
U+0449	CYRILLIC SMALL LETTER SHCHA	cyrillic
U+044A	CYRILLIC SMALL LETTER HARD SIGN	cyrillic
U+044B	CYRILLIC SMALL LETTER YERU	cyrillic
U+044C	CYRILLIC SMALL LETTER SOFT SIGN	cyrillic
U+044D	CYRILLIC SMALL LETTER E	cyrillic
U+044E	CYRILLIC SMALL LETTER YU	cyrillic
U+044F	CYRILLIC SMALL LETTER YA	cyrillic
U+0450	CYRILLIC SMALL LETTER IE WITH GRAVE	cyrillic
U+0451	CYRILLIC SMALL LETTER IO	cyrillic
U+0452	CYRILLIC SMALL LETTER DJE	cyrillic
U+0453	CYRILLIC SMALL LETTER GJE	cyrillic
U+0454	CYRILLIC SMALL LETTER UKRAINIAN IE	cyrillic
U+0455	CYRILLIC SMALL LETTER DZE	cyrillic
U+0456	CYRILLIC SMALL LETTER BYELORUSSIAN-UKRAINIAN I	cyrillic
U+0457	CYRILLIC SMALL LETTER YI	cyrillic
U+0458	CYRILLIC SMALL LETTER JE	cyrillic
U+0459	CYRILLIC SMALL LETTER LJE	cyrillic
U+045A	CYRILLIC SMALL LETTER NJE	cyrillic
U+045B	CYRILLIC SMALL LETTER TSHE	cyrillic
U+045C	CYRILLIC SMALL LETTER KJE	cyrillic
U+045D	CYRILLIC SMALL LETTER I WITH GRAVE	cyrillic
U+045E	CYRILLIC SMALL LETTER SHORT U	cyrillic
U+045F	CYRILLIC SMALL LETTER DZHE	cyrillic
U+0462	CYRILLIC CAPITAL LETTER YAT	cyrillic-ext
U+0463	CYRILLIC SMALL LETTER YAT	cyrillic-ext
U+046A	CYRILLIC CAPITAL LETTER BIG YUS	cyrillic-ext
U+046B	CYRILLIC SMALL LETTER BIG YUS	cyrillic-ext
U+0472	CYRILLIC CAPITAL LETTER FITA	cyrillic-ext
U+0473	CYRILLIC SMALL LETTER FITA	cyrillic-ext
U+0474	CYRILLIC CAPITAL LETTER IZHITSA	cyrillic-ext
U+0475	CYRILLIC SMALL LETTER IZHITSA	cyrillic-ext
U+0490	CYRILLIC CAPITAL LETTER GHE WITH UPTURN	cyrillic
U+0491	CYRILLIC SMALL LETTER GHE WITH UPTURN	cyrillic
U+0492	CYRILLIC CAPITAL LETTER GHE WITH STROKE	cyrillic-ext
U+0493	CYRILLIC SMALL LETTER GHE WITH STROKE	cyrillic-ext
U+0494	CYRILLIC CAPITAL LETTER GHE WITH MIDDLE HOOK	cyrillic-ext
U+0495	CYRILLIC SMALL LETTER GHE WITH MIDDLE HOOK	cyrillic-ext
U+0496	CYRILLIC CAPITAL LETTER ZHE WITH DESCENDER	cyrillic-ext
U+0497	CYRILLIC SMALL LETTER ZHE WITH DESCENDER	cyrillic-ext
U+0498	CYRILLIC CAPITAL LETTER ZE WITH DESCENDER	cyrillic-ext
U+0499	CYRILLIC SMALL LETTER ZE WITH DESCENDER	cyrillic-ext
U+049A	CYRILLIC CAPITAL LETTER KA WITH DESCENDER	cyrillic-ext
U+049B	CYRILLIC SMALL LETTER KA WITH DESCENDER	cyrillic-ext
U+049C	CYRILLIC CAPITAL LETTER KA WITH VERTICAL STROKE	cyrillic-ext
U+049D	CYRILLIC SMALL LETTER KA WITH VERTICAL STROKE	cyrillic-ext
U+049E	CYRILLIC CAPITAL LETTER KA WITH STROKE	cyrillic-ext
U+049F	CYRILLIC SMALL LETTER KA WITH STROKE	cyrillic-ext
U+04A0	CYRILLIC CAPITAL LETTER BASHKIR KA	cyrillic-ext
U+04A1	CYRILLIC SMALL LETTER BASHKIR KA	cyrillic-ext
U+04A2	CYRILLIC CAPITAL LETTER EN WITH DESCENDER	cyrillic-ext
U+04A3	CYRILLIC SMALL LETTER EN WITH DESCENDER	cyrillic-ext
U+04A4	CYRILLIC CAPITAL LIGATURE EN GHE	cyrillic-ext
U+04A5	CYRILLIC SMALL LIGATURE EN GHE	cyrillic-ext
U+04A6	CYRILLIC CAPITAL LETTER PE WITH MIDDLE HOOK	cyrillic-ext
U+04A7	CYRILLIC SMALL LETTER PE WITH MIDDLE HOOK	cyrillic-ext
U+04A8	CYRILLIC CAPITAL LETTER ABKHASIAN HA	cyrillic-ext
U+04A9	CYRILLIC SMALL LETTER ABKHASIAN HA	cyrillic-ext
U+04AA	CYRILLIC CAPITAL LETTER ES WITH DESCENDER	cyrillic-ext
U+04AB	CYRILLIC SMALL LETTER ES WITH DESCENDER	cyrillic-ext
U+04AE	CYRILLIC CAPITAL LETTER STRAIGHT U	cyrillic-ext
U+04AF	CYRILLIC SMALL LETTER STRAIGHT U	cyrillic-ext
U+04B0	CYRILLIC CAPITAL LETTER STRAIGHT U WITH STROKE	cyrillic
U+04B1	CYRILLIC SMALL LETTER STRAIGHT U WITH STROKE	cyrillic
U+04B2	CYRILLIC CAPITAL LETTER HA WITH DESCENDER	cyrillic-ext
U+04B3	CYRILLIC SMALL LETTER HA WITH DESCENDER	cyrillic-ext
U+04B4	CYRILLIC CAPITAL LIGATURE TE TSE	cyrillic-ext
U+04B5	CYRILLIC SMALL LIGATURE TE TSE	cyrillic-ext
U+04B6	CYRILLIC CAPITAL LETTER CHE WITH DESCENDER	cyrillic-ext
U+04B7	CYRILLIC SMALL LETTER CHE WITH DESCENDER	cyrillic-ext
U+04B8	CYRILLIC CAPITAL LETTER CHE WITH VERTICAL STROKE	cyrillic-ext
U+04B9	CYRILLIC SMALL LETTER CHE WITH VERTICAL STROKE	cyrillic-ext
U+04BA	CYRILLIC CAPITAL LETTER SHHA	cyrillic-ext
U+04BB	CYRILLIC SMALL LETTER SHHA	cyrillic-ext
U+04BC	CYRILLIC CAPITAL LETTER ABKHASIAN CHE	cyrillic-ext
U+04BD	CYRILLIC SMALL LETTER ABKHASIAN CHE	cyrillic-ext
U+04BE	CYRILLIC CAPITAL LETTER ABKHASIAN CHE WITH DESCENDER	cyrillic-ext
U+04BF	CYRILLIC SMALL LETTER ABKHASIAN CHE WITH DESCENDER	cyrillic-ext
U+04C0	CYRILLIC LETTER PALOCHKA	cyrillic-ext
U+04C1	CYRILLIC CAPITAL LETTER ZHE WITH BREVE	cyrillic-ext
U+04C2	CYRILLIC SMALL LETTER ZHE WITH BREVE	cyrillic-ext
U+04C3	CYRILLIC CAPITAL LETTER KA WITH HOOK	cyrillic-ext
U+04C4	CYRILLIC SMALL LETTER KA WITH HOOK	cyrillic-ext
U+04C7	CYRILLIC CAPITAL LETTER EN WITH HOOK	cyrillic-ext
U+04C8	CYRILLIC SMALL LETTER EN WITH HOOK	cyrillic-ext
U+04C9	CYRILLIC CAPITAL LETTER EN WITH TAIL	cyrillic-ext
U+04CA	CYRILLIC SMALL LETTER EN WITH TAIL	cyrillic-ext
U+04CB	CYRILLIC CAPITAL LETTER KHAKASSIAN CHE	cyrillic-ext
U+04CC	CYRILLIC SMALL LETTER KHAKASSIAN CHE	cyrillic-ext
U+04CF	CYRILLIC SMALL LETTER PALOCHKA	cyrillic-ext
U+04D0	CYRILLIC CAPITAL LETTER A WITH BREVE	cyrillic-ext
U+04D1	CYRILLIC SMALL LETTER A WITH BREVE	cyrillic-ext
U+04D2	CYRILLIC CAPITAL LETTER A WITH DIAERESIS	cyrillic-ext
U+04D3	CYRILLIC SMALL LETTER A WITH DIAERESIS	cyrillic-ext
U+04D4	CYRILLIC CAPITAL LIGATURE A IE	cyrillic-ext
U+04D5	CYRILLIC SMALL LIGATURE A IE	cyrillic-ext
U+04D6	CYRILLIC CAPITAL LETTER IE WITH BREVE	cyrillic-ext
U+04D7	CYRILLIC SMALL LETTER IE WITH BREVE	cyrillic-ext
U+04D8	CYRILLIC CAPITAL LETTER SCHWA	cyrillic-ext
U+04D9	CYRILLIC SMALL LETTER SCHWA	cyrillic-ext
U+04DA	CYRILLIC CAPITAL LETTER SCHWA WITH DIAERESIS	cyrillic-ext
U+04DB	CYRILLIC SMALL LETTER SCHWA WITH DIAERESIS	cyrillic-ext
U+04DC	CYRILLIC CAPITAL LETTER ZHE WITH DIAERESIS	cyrillic-ext
U+04DD	CYRILLIC SMALL LETTER ZHE WITH DIAERESIS	cyrillic-ext
U+04DE	CYRILLIC CAPITAL LETTER ZE WITH DIAERESIS	cyrillic-ext
U+04DF	CYRILLIC SMALL LETTER ZE WITH DIAERESIS	cyrillic-ext
U+04E0	CYRILLIC CAPITAL LETTER ABKHASIAN DZE	cyrillic-ext
U+04E1	CYRILLIC SMALL LETTER ABKHASIAN DZE	cyrillic-ext
U+04E2	CYRILLIC CAPITAL LETTER I WITH MACRON	cyrillic-ext
U+04E3	CYRILLIC SMALL LETTER I WITH MACRON	cyrillic-ext
U+04E4	CYRILLIC CAPITAL LETTER I WITH DIAERESIS	cyrillic-ext
U+04E5	CYRILLIC SMALL LETTER I WITH DIAERESIS	cyrillic-ext
U+04E6	CYRILLIC CAPITAL LETTER O WITH DIAERESIS	cyrillic-ext
U+04E7	CYRILLIC SMALL LETTER O WITH DIAERESIS	cyrillic-ext
U+04E8	CYRILLIC CAPITAL LETTER BARRED O	cyrillic-ext
U+04E9	CYRILLIC SMALL LETTER BARRED O	cyrillic-ext
U+04EA	CYRILLIC CAPITAL LETTER BARRED O WITH DIAERESIS	cyrillic-ext
U+04EB	CYRILLIC SMALL LETTER BARRED O WITH DIAERESIS	cyrillic-ext
U+04EC	CYRILLIC CAPITAL LETTER E WITH DIAERESIS	cyrillic-ext
U+04ED	CYRILLIC SMALL LETTER E WITH DIAERESIS	cyrillic-ext
U+04EE	CYRILLIC CAPITAL LETTER U WITH MACRON	cyrillic-ext
U+04EF	CYRILLIC SMALL LETTER U WITH MACRON	cyrillic-ext
U+04F0	CYRILLIC CAPITAL LETTER U WITH DIAERESIS	cyrillic-ext
U+04F1	CYRILLIC SMALL LETTER U WITH DIAERESIS	cyrillic-ext
U+04F2	CYRILLIC CAPITAL LETTER U WITH DOUBLE ACUTE	cyrillic-ext
U+04F3	CYRILLIC SMALL LETTER U WITH DOUBLE ACUTE	cyrillic-ext
U+04F4	CYRILLIC CAPITAL LETTER CHE WITH DIAERESIS	cyrillic-ext
U+04F5	CYRILLIC SMALL LETTER CHE WITH DIAERESIS	cyrillic-ext
U+04F6	CYRILLIC CAPITAL LETTER GHE WITH DESCENDER	cyrillic-ext
U+04F7	CYRILLIC SMALL LETTER GHE WITH DESCENDER	cyrillic-ext
U+04F8	CYRILLIC CAPITAL LETTER YERU WITH DIAERESIS	cyrillic-ext
U+04F9	CYRILLIC SMALL LETTER YERU WITH DIAERESIS	cyrillic-ext
U+04FC	CYRILLIC CAPITAL LETTER HA WITH HOOK	cyrillic-ext
U+04FD	CYRILLIC SMALL LETTER HA WITH HOOK	cyrillic-ext
U+0510	CYRILLIC CAPITAL LETTER REVERSED ZE	cyrillic-ext
U+0511	CYRILLIC SMALL LETTER REVERSED ZE	cyrillic-ext
U+0512	CYRILLIC CAPITAL LETTER EL WITH HOOK	cyrillic-ext
U+0513	CYRILLIC SMALL LETTER EL WITH HOOK	cyrillic-ext
U+051C	CYRILLIC CAPITAL LETTER WE	cyrillic-ext
U+051D	CYRILLIC SMALL LETTER WE	cyrillic-ext
U+1E02	LATIN CAPITAL LETTER B WITH DOT ABOVE	latin-ext
U+1E03	LATIN SMALL LETTER B WITH DOT ABOVE	latin-ext
U+1E20	LATIN CAPITAL LETTER G WITH MACRON	latin-ext
U+1E21	LATIN SMALL LETTER G WITH MACRON	latin-ext
U+1E28	LATIN CAPITAL LETTER H WITH CEDILLA	latin-ext
U+1E29	LATIN SMALL LETTER H WITH CEDILLA	latin-ext
U+1E80	LATIN CAPITAL LETTER W WITH GRAVE	latin-ext
U+1E81	LATIN SMALL LETTER W WITH GRAVE	latin-ext
U+1E82	LATIN CAPITAL LETTER W WITH ACUTE	latin-ext
U+1E83	LATIN SMALL LETTER W WITH ACUTE	latin-ext
U+1E84	LATIN CAPITAL LETTER W WITH DIAERESIS	latin-ext
U+1E85	LATIN SMALL LETTER W WITH DIAERESIS	latin-ext
U+1E9E	LATIN CAPITAL LETTER SHARP S	latin-ext
U+1EA0	LATIN CAPITAL LETTER A WITH DOT BELOW	vietnamese
U+1EA1	LATIN SMALL LETTER A WITH DOT BELOW	vietnamese
U+1EB8	LATIN CAPITAL LETTER E WITH DOT BELOW	vietnamese
U+1EB9	LATIN SMALL LETTER E WITH DOT BELOW	vietnamese
U+1EBC	LATIN CAPITAL LETTER E WITH TILDE	vietnamese
U+1EBD	LATIN SMALL LETTER E WITH TILDE	vietnamese
U+1ECA	LATIN CAPITAL LETTER I WITH DOT BELOW	vietnamese
U+1ECB	LATIN SMALL LETTER I WITH DOT BELOW	vietnamese
U+1ECC	LATIN CAPITAL LETTER O WITH DOT BELOW	vietnamese
U+1ECD	LATIN SMALL LETTER O WITH DOT BELOW	vietnamese
U+1EE4	LATIN CAPITAL LETTER U WITH DOT BELOW	vietnamese
U+1EE5	LATIN SMALL LETTER U WITH DOT BELOW	vietnamese
U+1EF2	LATIN CAPITAL LETTER Y WITH GRAVE	latin-ext,vietnamese
U+1EF3	LATIN SMALL LETTER Y WITH GRAVE	latin-ext,vietnamese
U+1EF8	LATIN CAPITAL LETTER Y WITH TILDE	latin-ext,vietnamese
U+1EF9	LATIN SMALL LETTER Y WITH TILDE	latin-ext,vietnamese
U+2002	EN SPACE	latin,nushu
U+2007	FIGURE SPACE	symbols2
U+2008	PUNCTUATION SPACE	symbols2
U+2010	HYPHEN	arabic,armenian,cham,coptic,hebrew,kaithi,kayah-li,kharoshthi,lisu,sora-sompeng,sundanese,syloti-nagri,yi
U+2011	NON-BREAKING HYPHEN	arabic,syloti-nagri,yi
U+2013	EN DASH	adlam,khudawadi,latin,mongolian
U+2014	EM DASH	adlam,khudawadi,latin,mongolian
U+2015	HORIZONTAL BAR	adlam
U+2018	LEFT SINGLE QUOTATION MARK	adlam,gunjala-gondi,latin,masaram-gondi,thaana
U+2019	RIGHT SINGLE QUOTATION MARK	adlam,gunjala-gondi,latin,masaram-gondi,thaana
U+201A	SINGLE LOW-9 QUOTATION MARK	adlam,latin
U+201C	LEFT DOUBLE QUOTATION MARK	adlam,gunjala-gondi,latin,masaram-gondi,mongolian,thaana,wancho
U+201D	RIGHT DOUBLE QUOTATION MARK	adlam,gunjala-gondi,latin,masaram-gondi,mongolian,thaana,wancho
U+201E	DOUBLE LOW-9 QUOTATION MARK	adlam,latin
U+2020	DAGGER	adlam,latin-ext
U+2021	DOUBLE DAGGER	adlam
U+2022	BULLET	adlam,latin,symbols
U+2024	ONE DOT LEADER	armenian
U+2025	TWO DOT LEADER	phags-pa
U+2026	HORIZONTAL ELLIPSIS	adlam,gunjala-gondi,latin,masaram-gondi,meroitic,phags-pa,syriac
U+2030	PER MILLE SIGN	adlam
U+2032	PRIME	latin,math
U+2033	DOUBLE PRIME	latin,math
U+2039	SINGLE LEFT-POINTING ANGLE QUOTATION MARK	adlam,latin
U+203A	SINGLE RIGHT-POINTING ANGLE QUOTATION MARK	adlam,latin
U+203C	DOUBLE EXCLAMATION MARK	math
U+2043	HYPHEN BULLET	math
U+2044	FRACTION SLASH	adlam,devanagari,latin,syriac
U+2047	DOUBLE QUESTION MARK	math
U+2048	QUESTION EXCLAMATION MARK	mongolian
U+2049	EXCLAMATION QUESTION MARK	mongolian
U+2070	SUPERSCRIPT ZERO	math
U+2071	SUPERSCRIPT LATIN SMALL LETTER I	math
U+2074	SUPERSCRIPT FOUR	math
U+2075	SUPERSCRIPT FIVE	math
U+2076	SUPERSCRIPT SIX	math
U+2077	SUPERSCRIPT SEVEN	math
U+2078	SUPERSCRIPT EIGHT	math
U+2079	SUPERSCRIPT NINE	math
U+207A	SUPERSCRIPT PLUS SIGN	math
U+207B	SUPERSCRIPT MINUS	math
U+207C	SUPERSCRIPT EQUALS SIGN	math
U+207D	SUPERSCRIPT LEFT PARENTHESIS	math
U+207E	SUPERSCRIPT RIGHT PARENTHESIS	math
U+207F	SUPERSCRIPT LATIN SMALL LETTER N	math
U+2080	SUBSCRIPT ZERO	math
U+2081	SUBSCRIPT ONE	math
U+2082	SUBSCRIPT TWO	math
U+2083	SUBSCRIPT THREE	math
U+2084	SUBSCRIPT FOUR	math
U+2085	SUBSCRIPT FIVE	math
U+2086	SUBSCRIPT SIX	math
U+2087	SUBSCRIPT SEVEN	math
U+2088	SUBSCRIPT EIGHT	math
U+2089	SUBSCRIPT NINE	math
U+208A	SUBSCRIPT PLUS SIGN	math
U+208B	SUBSCRIPT MINUS	math
U+208C	SUBSCRIPT EQUALS SIGN	math
U+208D	SUBSCRIPT LEFT PARENTHESIS	math
U+208E	SUBSCRIPT RIGHT PARENTHESIS	math
U+2090	LATIN SUBSCRIPT SMALL LETTER A	math
U+2091	LATIN SUBSCRIPT SMALL LETTER E	math
U+2092	LATIN SUBSCRIPT SMALL LETTER O	math
U+2093	LATIN SUBSCRIPT SMALL LETTER X	math
U+2094	LATIN SUBSCRIPT SMALL LETTER SCHWA	math
U+2095	LATIN SUBSCRIPT SMALL LETTER H	math
U+2096	LATIN SUBSCRIPT SMALL LETTER K	math
U+2097	LATIN SUBSCRIPT SMALL LETTER L	math
U+2098	LATIN SUBSCRIPT SMALL LETTER M	math
U+2099	LATIN SUBSCRIPT SMALL LETTER N	math
U+209A	LATIN SUBSCRIPT SMALL LETTER P	math
U+209B	LATIN SUBSCRIPT SMALL LETTER S	math
U+209C	LATIN SUBSCRIPT SMALL LETTER T	math
U+20A3	FRENCH FRANC SIGN	latin-ext
U+20AC	EURO SIGN	latin
U+20B4	HRYVNIA SIGN	cyrillic-ext,latin-ext
U+20B8	TENGE SIGN	latin-ext
U+20BD	RUBLE SIGN	latin-ext
U+20BF	BITCOIN SIGN	latin-ext
U+20F0	COMBINING ASTERISK ABOVE	devanagari,grantha
U+2100	ACCOUNT OF	math
U+2101	ADDRESSED TO THE SUBJECT	math
U+2105	CARE OF	math
U+2106	CADA UNA	math
U+2113	SCRIPT SMALL L	latin-ext
U+2116	NUMERO SIGN	cyrillic
U+2117	SOUND RECORDING COPYRIGHT	math
U+2120	SERVICE MARK	math
U+2122	TRADE MARK SIGN	latin
U+2126	OHM SIGN	math
U+212E	ESTIMATED SYMBOL	math
U+2150	VULGAR FRACTION ONE SEVENTH	symbols
U+2151	VULGAR FRACTION ONE NINTH	symbols
U+2152	VULGAR FRACTION ONE TENTH	symbols
U+2153	VULGAR FRACTION ONE THIRD	symbols
U+2154	VULGAR FRACTION TWO THIRDS	symbols
U+2155	VULGAR FRACTION ONE FIFTH	symbols
U+2156	VULGAR FRACTION TWO FIFTHS	symbols
U+2157	VULGAR FRACTION THREE FIFTHS	symbols
U+2158	VULGAR FRACTION FOUR FIFTHS	symbols
U+2159	VULGAR FRACTION ONE SIXTH	symbols
U+215A	VULGAR FRACTION FIVE SIXTHS	symbols
U+215B	VULGAR FRACTION ONE EIGHTH	symbols
U+215C	VULGAR FRACTION THREE EIGHTHS	symbols
U+215D	VULGAR FRACTION FIVE EIGHTHS	symbols
U+215E	VULGAR FRACTION SEVEN EIGHTHS	symbols
U+215F	FRACTION NUMERATOR ONE	symbols
U+2189	VULGAR FRACTION ZERO THIRDS	symbols
U+2190	LEFTWARDS ARROW	math,symbols
U+2191	UPWARDS ARROW	latin,math,symbols
U+2192	RIGHTWARDS ARROW	math,symbols
U+2193	DOWNWARDS ARROW	latin,math,symbols
U+2194	LEFT RIGHT ARROW	math,symbols
U+2195	UP DOWN ARROW	math,symbols
U+2196	NORTH WEST ARROW	math,symbols
U+2197	NORTH EAST ARROW	math,symbols
U+2198	SOUTH EAST ARROW	math,symbols
U+2199	SOUTH WEST ARROW	math,symbols
U+2202	PARTIAL DIFFERENTIAL	math
U+2206	INCREMENT	math
U+220F	N-ARY PRODUCT	math
U+2211	N-ARY SUMMATION	math
U+2212	MINUS SIGN	gunjala-gondi,latin,masaram-gondi,math,syriac
U+2215	DIVISION SLASH	latin,math
U+2219	BULLET OPERATOR	math,symbols,tai-tham,yi
U+221A	SQUARE ROOT	math
U+221E	INFINITY	math
U+2229	INTERSECTION	math
U+222A	UNION	math
U+222B	INTEGRAL	math
U+223C	TILDE OPERATOR	math
U+2248	ALMOST EQUAL TO	math
U+2260	NOT EQUAL TO	math
U+2261	IDENTICAL TO	math
U+2264	LESS-THAN OR EQUAL TO	math
U+2265	GREATER-THAN OR EQUAL TO	math
U+2282	SUBSET OF	math
U+2283	SUPERSET OF	math
U+228D	MULTISET MULTIPLICATION	math
U+228E	MULTISET UNION	math
U+22A1	SQUARED DOT OPERATOR	math
U+22C5	DOT OPERATOR	math,symbols
U+22EE	VERTICAL ELLIPSIS	math
U+22EF	MIDLINE HORIZONTAL ELLIPSIS	math
U+22F0	UP RIGHT DIAGONAL ELLIPSIS	math
U+22F1	DOWN RIGHT DIAGONAL ELLIPSIS	math
U+2300	DIAMETER SIGN	symbols
U+2329	LEFT-POINTING ANGLE BRACKET	symbols
U+232A	RIGHT-POINTING ANGLE BRACKET	symbols
U+2460	CIRCLED DIGIT ONE	mongolian,symbols,yi
U+2461	CIRCLED DIGIT TWO	mongolian,symbols,yi
U+2462	CIRCLED DIGIT THREE	mongolian,symbols,yi
U+2463	CIRCLED DIGIT FOUR	mongolian,symbols,yi
U+2464	CIRCLED DIGIT FIVE	mongolian,symbols,yi
U+2465	CIRCLED DIGIT SIX	mongolian,symbols,yi
U+2466	CIRCLED DIGIT SEVEN	mongolian,symbols,yi
U+2467	CIRCLED DIGIT EIGHT	mongolian,symbols,yi
U+2468	CIRCLED DIGIT NINE	mongolian,symbols,yi
U+24EA	CIRCLED DIGIT ZERO	symbols
U+24FF	NEGATIVE CIRCLED DIGIT ZERO	symbols
U+25A0	BLACK SQUARE	symbols
U+25A1	WHITE SQUARE	symbols
U+25AA	BLACK SMALL SQUARE	symbols
U+25AB	WHITE SMALL SQUARE	symbols
U+25B2	BLACK UP-POINTING TRIANGLE	symbols
U+25BA	BLACK RIGHT-POINTING POINTER	symbols
U+25BC	BLACK DOWN-POINTING TRIANGLE	symbols
U+25C4	BLACK LEFT-POINTING POINTER	symbols
U+25C6	BLACK DIAMOND	symbols
U+25C7	WHITE DIAMOND	symbols
U+25CA	LOZENGE	math,symbols
U+25CB	WHITE CIRCLE	symbols
U+25CC	DOTTED CIRCLE	adlam,ahom,armenian,balinese,bassa-vah,batak,bengali,bhaiksuki,brahmi,buginese,buhid,canadian-aboriginal,caucasian-albanian,chakma,cham,coptic,devanagari,dogra,duployan,elbasan,grantha,gujarati,gunjala-gondi,gurmukhi,hanifi-rohingya,hanunoo,hebrew,javanese,kaithi,kannada,kayah-li,kharoshthi,khmer,khojki,khudawadi,lao,lepcha,limbu,mahajani,malayalam,mandaic,manichaean,marchen,masaram-gondi,math,meetei-mayek,mende-kikakui,miao,modi,mongolian,music,myanmar,new-tai-lue,newa,nko,old-permic,oriya,osage,pahawh-hmong,phags-pa,psalter-pahlavi,rejang,saurashtra,sharada,siddham,sinhala,sogdian,soyombo,sundanese,syloti-nagri,symbols,syriac,tagalog,tagbanwa,tai-le,tai-tham,tai-viet,takri,tamil,telugu,thaana,thai,tibetan,tifinagh,tirhuta,wancho,warang-citi,yi,zanabazar-square
U+25CF	BLACK CIRCLE	symbols
U+25D0	CIRCLE WITH LEFT HALF BLACK	symbols
U+25D1	CIRCLE WITH RIGHT HALF BLACK	symbols
U+25D2	CIRCLE WITH LOWER HALF BLACK	symbols
U+25D3	CIRCLE WITH UPPER HALF BLACK	symbols
U+25E6	WHITE BULLET	symbols
U+2605	BLACK STAR	symbols
U+2630	TRIGRAM FOR HEAVEN	symbols
U+2713	CHECK MARK	symbols
U+2726	BLACK FOUR POINTED STAR	symbols
U+2727	WHITE FOUR POINTED STAR	symbols
U+2729	STRESS OUTLINED WHITE STAR	symbols
U+2764	HEAVY BLACK HEART	symbols
U+2776	DINGBAT NEGATIVE CIRCLED DIGIT ONE	symbols
U+2777	DINGBAT NEGATIVE CIRCLED DIGIT TWO	symbols
U+2778	DINGBAT NEGATIVE CIRCLED DIGIT THREE	symbols
U+2779	DINGBAT NEGATIVE CIRCLED DIGIT FOUR	symbols
U+277A	DINGBAT NEGATIVE CIRCLED DIGIT FIVE	symbols
U+277B	DINGBAT NEGATIVE CIRCLED DIGIT SIX	symbols
U+277C	DINGBAT NEGATIVE CIRCLED DIGIT SEVEN	symbols
U+277D	DINGBAT NEGATIVE CIRCLED DIGIT EIGHT	symbols
U+277E	DINGBAT NEGATIVE CIRCLED DIGIT NINE	symbols
U+27D0	WHITE DIAMOND WITH CENTRED DOT	math
U+2ABD	SUBSET WITH DOT	math
U+2ABE	SUPERSET WITH DOT	math
U+2AF6	TRIPLE COLON OPERATOR	math
U+A78B	LATIN CAPITAL LETTER SALTILLO	latin-ext,tai-viet
U+A78C	LATIN SMALL LETTER SALTILLO	latin-ext,tai-viet
U+FEFF	ZERO WIDTH NO-BREAK SPACE	latin
